Level	Rule Name	Subject	Property	Value
ERROR	multiple_equivalent_classes	centimeter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2235
ERROR	multiple_equivalent_classes	centimeter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2239
ERROR	multiple_equivalent_classes	millimeter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2242
ERROR	multiple_equivalent_classes	millimeter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2246
ERROR	multiple_equivalent_classes	micrometer	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2249
ERROR	multiple_equivalent_classes	micrometer	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2253
ERROR	multiple_equivalent_classes	nanometer	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2256
ERROR	multiple_equivalent_classes	nanometer	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2260
ERROR	multiple_equivalent_classes	picometer	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2265
ERROR	multiple_equivalent_classes	picometer	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2269
ERROR	multiple_equivalent_classes	milligram	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2274
ERROR	multiple_equivalent_classes	milligram	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2278
ERROR	multiple_equivalent_classes	microgram	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2281
ERROR	multiple_equivalent_classes	microgram	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2285
ERROR	multiple_equivalent_classes	nanogram	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2288
ERROR	multiple_equivalent_classes	nanogram	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2292
ERROR	multiple_equivalent_classes	picogram	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2295
ERROR	multiple_equivalent_classes	picogram	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2299
ERROR	multiple_equivalent_classes	femtogram	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2302
ERROR	multiple_equivalent_classes	femtogram	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2306
ERROR	multiple_equivalent_classes	millisecond	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2311
ERROR	multiple_equivalent_classes	millisecond	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2315
ERROR	multiple_equivalent_classes	microsecond	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2318
ERROR	multiple_equivalent_classes	microsecond	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2322
ERROR	multiple_equivalent_classes	picosecond	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2325
ERROR	multiple_equivalent_classes	picosecond	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2329
ERROR	multiple_equivalent_classes	milliampere	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2344
ERROR	multiple_equivalent_classes	milliampere	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2348
ERROR	multiple_equivalent_classes	microampere	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2351
ERROR	multiple_equivalent_classes	microampere	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2355
ERROR	multiple_equivalent_classes	micromole	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2358
ERROR	multiple_equivalent_classes	micromole	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2362
ERROR	multiple_equivalent_classes	millimole	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2365
ERROR	multiple_equivalent_classes	millimole	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2369
ERROR	multiple_equivalent_classes	nanomole	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2372
ERROR	multiple_equivalent_classes	nanomole	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2376
ERROR	multiple_equivalent_classes	picomole	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2379
ERROR	multiple_equivalent_classes	picomole	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2383
ERROR	multiple_equivalent_classes	femtomole	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2386
ERROR	multiple_equivalent_classes	femtomole	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2390
ERROR	multiple_equivalent_classes	attomole	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2393
ERROR	multiple_equivalent_classes	attomole	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2397
ERROR	multiple_equivalent_classes	millimolar	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2402
ERROR	multiple_equivalent_classes	millimolar	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2406
ERROR	multiple_equivalent_classes	micromolar	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2409
ERROR	multiple_equivalent_classes	micromolar	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2413
ERROR	multiple_equivalent_classes	nanomolar	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2416
ERROR	multiple_equivalent_classes	nanomolar	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2420
ERROR	multiple_equivalent_classes	picomolar	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2423
ERROR	multiple_equivalent_classes	picomolar	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2427
ERROR	multiple_equivalent_classes	millimolal	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2432
ERROR	multiple_equivalent_classes	millimolal	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2436
ERROR	multiple_equivalent_classes	micromolal	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2439
ERROR	multiple_equivalent_classes	micromolal	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2443
ERROR	multiple_equivalent_classes	nanomolal	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2446
ERROR	multiple_equivalent_classes	nanomolal	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2450
ERROR	multiple_equivalent_classes	picomolal	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2453
ERROR	multiple_equivalent_classes	picomolal	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2457
ERROR	multiple_equivalent_classes	femtomolar	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2460
ERROR	multiple_equivalent_classes	femtomolar	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2464
ERROR	multiple_equivalent_classes	kilogram per square meter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2489
ERROR	multiple_equivalent_classes	kilogram per square meter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2493
ERROR	multiple_equivalent_classes	kilogram per mole	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2496
ERROR	multiple_equivalent_classes	kilogram per mole	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2500
ERROR	multiple_equivalent_classes	milliliter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2521
ERROR	multiple_equivalent_classes	milliliter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2525
ERROR	multiple_equivalent_classes	microliter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2532
ERROR	multiple_equivalent_classes	microliter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2536
ERROR	multiple_equivalent_classes	nanoliter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2539
ERROR	multiple_equivalent_classes	nanoliter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2543
ERROR	multiple_equivalent_classes	picoliter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2546
ERROR	multiple_equivalent_classes	picoliter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2550
ERROR	multiple_equivalent_classes	femtoliter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2553
ERROR	multiple_equivalent_classes	femtoliter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2557
ERROR	multiple_equivalent_classes	millisievert	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2592
ERROR	multiple_equivalent_classes	millisievert	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2596
ERROR	multiple_equivalent_classes	microsievert	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2599
ERROR	multiple_equivalent_classes	microsievert	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2603
ERROR	multiple_equivalent_classes	microgray	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2608
ERROR	multiple_equivalent_classes	microgray	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2612
ERROR	multiple_equivalent_classes	milligray	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2615
ERROR	multiple_equivalent_classes	milligray	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2619
ERROR	multiple_equivalent_classes	nanogray	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2622
ERROR	multiple_equivalent_classes	nanogray	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2626
ERROR	multiple_equivalent_classes	nanosievert	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2629
ERROR	multiple_equivalent_classes	nanosievert	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2633
ERROR	multiple_equivalent_classes	millicurie	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2636
ERROR	multiple_equivalent_classes	millicurie	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2640
ERROR	multiple_equivalent_classes	microcurie	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2643
ERROR	multiple_equivalent_classes	microcurie	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2647
ERROR	multiple_equivalent_classes	nanosecond	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2654
ERROR	multiple_equivalent_classes	nanosecond	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2658
ERROR	multiple_equivalent_classes	microeinstein per square meter per second	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2673
ERROR	multiple_equivalent_classes	microeinstein per square meter per second	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2677
ERROR	multiple_equivalent_classes	kilogram per liter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2702
ERROR	multiple_equivalent_classes	kilogram per liter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2706
ERROR	multiple_equivalent_classes	milligram per milliliter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2711
ERROR	multiple_equivalent_classes	milligram per milliliter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2715
ERROR	multiple_equivalent_classes	milliliter per kilogram	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2744
ERROR	multiple_equivalent_classes	milliliter per kilogram	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2748
ERROR	multiple_equivalent_classes	microliter per kilogram	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2751
ERROR	multiple_equivalent_classes	microliter per kilogram	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2755
ERROR	multiple_equivalent_classes	deciliter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2770
ERROR	multiple_equivalent_classes	deciliter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2774
ERROR	multiple_equivalent_classes	kilodalton	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2793
ERROR	multiple_equivalent_classes	kilodalton	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2797
ERROR	multiple_equivalent_classes	kilowatt-hour	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2802
ERROR	multiple_equivalent_classes	kilowatt-hour	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2806
ERROR	multiple_equivalent_classes	kilovolt-hour	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2815
ERROR	multiple_equivalent_classes	kilovolt-hour	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2819
ERROR	multiple_equivalent_classes	kilobyte	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2826
ERROR	multiple_equivalent_classes	kilobyte	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2830
ERROR	multiple_equivalent_classes	megabyte	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2833
ERROR	multiple_equivalent_classes	megabyte	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2837
ERROR	multiple_equivalent_classes	millivolt	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2858
ERROR	multiple_equivalent_classes	millivolt	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2862
ERROR	multiple_equivalent_classes	kilovolt	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2865
ERROR	multiple_equivalent_classes	kilovolt	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2869
ERROR	multiple_equivalent_classes	microvolt	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2872
ERROR	multiple_equivalent_classes	microvolt	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2876
ERROR	multiple_equivalent_classes	nanovolt	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2879
ERROR	multiple_equivalent_classes	nanovolt	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2883
ERROR	multiple_equivalent_classes	picovolt	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2886
ERROR	multiple_equivalent_classes	picovolt	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2890
ERROR	multiple_equivalent_classes	megavolt	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2893
ERROR	multiple_equivalent_classes	megavolt	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2897
ERROR	multiple_equivalent_classes	milligram per liter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2926
ERROR	multiple_equivalent_classes	milligram per liter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2930
ERROR	multiple_equivalent_classes	microgram per milliliter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2933
ERROR	multiple_equivalent_classes	microgram per milliliter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2937
ERROR	multiple_equivalent_classes	nanogram per milliliter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2940
ERROR	multiple_equivalent_classes	nanogram per milliliter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2944
ERROR	multiple_equivalent_classes	microgram per liter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2959
ERROR	multiple_equivalent_classes	microgram per liter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2963
ERROR	multiple_equivalent_classes	milligram per square meter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2968
ERROR	multiple_equivalent_classes	milligram per square meter	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2972
ERROR	multiple_equivalent_classes	mega base pair	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2991
ERROR	multiple_equivalent_classes	mega base pair	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2995
ERROR	multiple_equivalent_classes	giga base pair	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid2998
ERROR	multiple_equivalent_classes	giga base pair	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid3002
ERROR	multiple_equivalent_classes	millisiemens	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid3007
ERROR	multiple_equivalent_classes	millisiemens	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid3011
ERROR	multiple_equivalent_classes	micromole	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid3086
ERROR	multiple_equivalent_classes	micromole	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid3090
ERROR	multiple_equivalent_classes	picoampere	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid3101
ERROR	multiple_equivalent_classes	picoampere	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid3105
ERROR	multiple_equivalent_classes	centigray	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid3108
ERROR	multiple_equivalent_classes	centigray	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid3112
ERROR	multiple_equivalent_classes	gigaelectronvolt	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid3115
ERROR	multiple_equivalent_classes	gigaelectronvolt	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid3119
ERROR	multiple_equivalent_classes	centigray per minute	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid3130
ERROR	multiple_equivalent_classes	centigray per minute	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid3134
ERROR	multiple_equivalent_classes	milligray per minute	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid3137
ERROR	multiple_equivalent_classes	milligray per minute	owl:equivalentClass	d066953e-fa0f-4c40-ba91-17b754ab460fgenid3141
ERROR	missing_label	dc:license	rdfs:label	
ERROR	duplicate_label	role	rdfs:label	role
ERROR	duplicate_label	role	rdfs:label	role
ERROR	duplicate_label	radiation quality	rdfs:label	radiation quality
ERROR	duplicate_label	radiation quality	rdfs:label	radiation quality
ERROR	duplicate_label	milli	rdfs:label	milli
ERROR	duplicate_label	milli	rdfs:label	milli
ERROR	duplicate_label	micromole	rdfs:label	micromole
ERROR	duplicate_label	micromole	rdfs:label	micromole
ERROR	duplicate_label	ionizing radiation	rdfs:label	ionizing radiation
ERROR	duplicate_label	ionizing radiation	rdfs:label	ionizing radiation
ERROR	multiple_definitions	independent continuant	textual definition	A continuant that is a bearer of quality and realizable entity entities, in which other entities inhere and which itself cannot inhere in anything.@en
ERROR	multiple_definitions	independent continuant	textual definition	<b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002])@en>
ERROR	multiple_definitions	process	textual definition	An occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t.@en
ERROR	multiple_definitions	process	textual definition	<p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])@en>
ERROR	multiple_definitions	specifically dependent continuant	textual definition	A continuant that inheres in or is borne by other entities. Every instance of A requires some specific instance of B which must always be the same.@en
ERROR	multiple_definitions	specifically dependent continuant	textual definition	<b is a relational specifically dependent continuant = Def. b is a specifically dependent continuant and there are n &gt; 1 independent continuants c1, … cn which are not spatial regions are such that for all 1 i &lt; j n, ci and cj share no common parts, are such that for each 1 i n, b s-depends_on ci at every time t during the course of b’s existence (axiom label in BFO2 Reference: [131-004])@en>
ERROR	multiple_definitions	specifically dependent continuant	textual definition	<b is a specifically dependent continuant = Def. b is a continuant & there is some independent continuant c which is not a spatial region and which is such that b s-depends_on c at every time t during the course of b’s existence. (axiom label in BFO2 Reference: [050-003])@en>
ERROR	multiple_definitions	generically dependent continuant	textual definition	A continuant that is dependent on one or other independent continuant bearers. For every instance of A requires some instance of (an independent continuant type) B but which instance of B serves can change from time to time.@en
ERROR	multiple_definitions	generically dependent continuant	textual definition	<b is a generically dependent continuant = Def. b is a continuant that g-depends_on one or more other entities. (axiom label in BFO2 Reference: [074-001])@en>
ERROR	multiple_definitions	has part	textual definition	<Q1 has_part Q2 if and only if: every instance of Q1 is a quality_of an entity that has_quality some Q2.>
ERROR	multiple_definitions	has part	textual definition	a core relation that holds between a whole and its part@en
ERROR	multiple_definitions	data item	textual definition	An information content entity that is intended to be a truthful statement about something (modulo, e.g., measurement precision or other systematic errors) and is constructed/acquired by a method which reliably tends to produce (approximately) truthful statements.@en
ERROR	multiple_definitions	data item	textual definition	a data item is an information content entity that is intended to be a truthful statement about something (modulo, e.g., measurement precision or other systematic errors) and is constructed/acquired by a method which reliably tends to produce (approximately) truthful statements.@en
ERROR	multiple_definitions	textual definition	textual definition	The official OBI definition, explaining the meaning of a class or property. Shall be Aristotelian, formalized and normalized. Can be augmented with colloquial definitions.@en
ERROR	multiple_definitions	textual definition	textual definition	The official definition, explaining the meaning of a class or property. Shall be Aristotelian, formalized and normalized. Can be augmented with colloquial definitions.@en
ERROR	multiple_definitions	planned process	textual definition	A process that realizes a plan which is the concretization of a plan specification.@en
ERROR	multiple_definitions	planned process	textual definition	A processual entity that realizes a plan which is the concretization of a plan specification.@en
ERROR	missing_ontology_license	http://purl.obolibrary.org/obo/rbo.owl	dc:license	
ERROR	multiple_labels	continuant	rdfs:label	continuant
ERROR	multiple_labels	continuant	rdfs:label	continuant@en
ERROR	multiple_labels	process	rdfs:label	process
ERROR	multiple_labels	process	rdfs:label	process@en
ERROR	multiple_labels	realizable entity	rdfs:label	realizable entity@en
ERROR	multiple_labels	realizable entity	rdfs:label	realizable_entity
ERROR	multiple_labels	specifically dependent continuant	rdfs:label	specifically dependent continuant
ERROR	multiple_labels	specifically dependent continuant	rdfs:label	specifically dependent continuant@en
ERROR	multiple_labels	role	rdfs:label	role
ERROR	multiple_labels	role	rdfs:label	role@en
ERROR	multiple_labels	fiat object part	rdfs:label	fiat object@en
ERROR	multiple_labels	fiat object part	rdfs:label	fiat object part@en
ERROR	multiple_labels	generically dependent continuant	rdfs:label	generically dependent continuant
ERROR	multiple_labels	generically dependent continuant	rdfs:label	generically dependent continuant@en
ERROR	multiple_labels	material entity	rdfs:label	material entity
ERROR	multiple_labels	material entity	rdfs:label	material entity@en
ERROR	multiple_labels	part_of	rdfs:label	part of
ERROR	multiple_labels	part_of	rdfs:label	part of@en
ERROR	multiple_labels	part_of	rdfs:label	part_of
ERROR	multiple_labels	has part	rdfs:label	has part
ERROR	multiple_labels	has part	rdfs:label	has part@en
ERROR	multiple_labels	has part	rdfs:label	has_part
ERROR	multiple_labels	information content entity	rdfs:label	information content entity
ERROR	multiple_labels	information content entity	rdfs:label	information content entity@en
ERROR	multiple_labels	directive information entity	rdfs:label	directive information entity
ERROR	multiple_labels	directive information entity	rdfs:label	directive information entity@en
ERROR	multiple_labels	plan specification	rdfs:label	plan specification
ERROR	multiple_labels	plan specification	rdfs:label	plan specification@en
ERROR	multiple_labels	editor preferred label	rdfs:label	editor preferred label
ERROR	multiple_labels	editor preferred label	rdfs:label	editor preferred label@en
ERROR	multiple_labels	editor preferred label	rdfs:label	editor preferred term
ERROR	multiple_labels	editor preferred label	rdfs:label	editor preferred term@en
ERROR	multiple_labels	editor preferred label	rdfs:label	editor preferred term~editor preferred label
ERROR	multiple_labels	example of usage	rdfs:label	example of usage
ERROR	multiple_labels	example of usage	rdfs:label	example of usage@en
ERROR	multiple_labels	textual definition	rdfs:label	definition
