Level	Rule Name	Subject	Property	Value
ERROR	duplicate_label	radiation quality	rdfs:label	radiation quality
ERROR	duplicate_label	radiation quality	rdfs:label	radiation quality
ERROR	duplicate_label	quality	rdfs:label	quality@en
ERROR	duplicate_label	quality	rdfs:label	quality@en
ERROR	duplicate_label	part_of	rdfs:label	part of
ERROR	duplicate_label	part of	rdfs:label	part of
ERROR	duplicate_label	milli	rdfs:label	milli
ERROR	duplicate_label	milli	rdfs:label	milli
ERROR	duplicate_label	micromole	rdfs:label	micromole
ERROR	duplicate_label	micromole	rdfs:label	micromole
ERROR	duplicate_label	material entity	rdfs:label	material entity@en
ERROR	duplicate_label	material entity	rdfs:label	material entity@en
ERROR	duplicate_label	ionizing radiation	rdfs:label	ionizing radiation
ERROR	duplicate_label	ionizing radiation	rdfs:label	ionizing radiation
ERROR	duplicate_label	has quality	rdfs:label	has quality@en
ERROR	duplicate_label	has quality	rdfs:label	has quality@en
ERROR	duplicate_label	has part	rdfs:label	has part
ERROR	duplicate_label	has part	rdfs:label	has part
ERROR	multiple_definitions	independent continuant	textual definition	A continuant that is a bearer of quality and realizable entity entities, in which other entities inhere and which itself cannot inhere in anything.@en
ERROR	multiple_definitions	independent continuant	textual definition	<b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002])@en>
ERROR	multiple_definitions	process	textual definition	An occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t.@en
ERROR	multiple_definitions	process	textual definition	<p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])@en>
ERROR	multiple_definitions	specifically dependent continuant	textual definition	A continuant that inheres in or is borne by other entities. Every instance of A requires some specific instance of B which must always be the same.@en
ERROR	multiple_definitions	specifically dependent continuant	textual definition	<b is a relational specifically dependent continuant = Def. b is a specifically dependent continuant and there are n &gt; 1 independent continuants c1, … cn which are not spatial regions are such that for all 1 i &lt; j n, ci and cj share no common parts, are such that for each 1 i n, b s-depends_on ci at every time t during the course of b’s existence (axiom label in BFO2 Reference: [131-004])@en>
ERROR	multiple_definitions	specifically dependent continuant	textual definition	<b is a specifically dependent continuant = Def. b is a continuant & there is some independent continuant c which is not a spatial region and which is such that b s-depends_on c at every time t during the course of b’s existence. (axiom label in BFO2 Reference: [050-003])@en>
ERROR	multiple_definitions	generically dependent continuant	textual definition	A continuant that is dependent on one or other independent continuant bearers. For every instance of A requires some instance of (an independent continuant type) B but which instance of B serves can change from time to time.@en
ERROR	multiple_definitions	generically dependent continuant	textual definition	<b is a generically dependent continuant = Def. b is a continuant that g-depends_on one or more other entities. (axiom label in BFO2 Reference: [074-001])@en>
ERROR	multiple_definitions	has part	textual definition	<Q1 has_part Q2 if and only if: every instance of Q1 is a quality_of an entity that has_quality some Q2.>
ERROR	multiple_definitions	has part	textual definition	a core relation that holds between a whole and its part@en
ERROR	multiple_definitions	preceded_by	textual definition	<X preceded_by Y iff: end(Y) before_or_simultaneous_with start(X)>
ERROR	multiple_definitions	preceded_by	textual definition	<x is preceded by y if and only if the time point at which y ends is before or equivalent to the time point at which x starts. Formally: x preceded by y iff ω(y) <= α(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.@en>
ERROR	multiple_definitions	textual definition	textual definition	The official OBI definition, explaining the meaning of a class or property. Shall be Aristotelian, formalized and normalized. Can be augmented with colloquial definitions.@en
ERROR	multiple_definitions	textual definition	textual definition	The official definition, explaining the meaning of a class or property. Shall be Aristotelian, formalized and normalized. Can be augmented with colloquial definitions.@en
ERROR	multiple_definitions	surrounded by	textual definition	x surrounded_by y if and only if (1) x is adjacent to y and for every region r that is adjacent to x, r overlaps y (2) the shared boundary between x and y occupies the majority of the outermost boundary of x
ERROR	multiple_definitions	surrounded by	textual definition	<x surrounded_by y iff: x is adjacent to y and for every region r adjacent to x, r overlaps y>
ERROR	multiple_definitions	adjacent_to	textual definition	x adjacent to y if and only if x and y share a boundary.
ERROR	multiple_definitions	adjacent_to	textual definition	<x adjacent_to y iff: x and y share a boundary>
ERROR	multiple_definitions	ends	textual definition	Relation between occurrents, shares an end boundary with.
ERROR	multiple_definitions	ends	textual definition	inverse of ends with
ERROR	multiple_definitions	has potential to developmentally contribute to	textual definition	x has potential to developmentrally contribute to y iff x developmentally contributes to y or x is capable of developmentally contributing to y
ERROR	multiple_definitions	has potential to developmentally contribute to	textual definition	x has potential to developmentrally contribute to y iff x developmentally contributes to y or x is capable of developmentally contributing to y@en
ERROR	multiple_definitions	has potential to develop into	textual definition	x has the potential to develop into y iff x develops into y or if x is capable of developing into y
ERROR	multiple_definitions	has potential to develop into	textual definition	x has the potential to develop into y iff x develops into y or if x is capable of developing into y@en
ERROR	multiple_definitions	composed primarily of	textual definition	x composed_primarily_of y if and only if more than half of the mass of x is made from y or units of the same type as y.
ERROR	multiple_definitions	composed primarily of	textual definition	<x composed_primarily_of y iff: more than half of the mass of x is made from parts of y>
ERROR	multiple_labels	continuant	rdfs:label	continuant
ERROR	multiple_labels	continuant	rdfs:label	continuant@en
ERROR	multiple_labels	process	rdfs:label	process
ERROR	multiple_labels	process	rdfs:label	process@en
ERROR	multiple_labels	disposition	rdfs:label	disposition
ERROR	multiple_labels	disposition	rdfs:label	disposition@en
ERROR	multiple_labels	realizable entity	rdfs:label	realizable entity@en
ERROR	multiple_labels	realizable entity	rdfs:label	realizable_entity
ERROR	multiple_labels	specifically dependent continuant	rdfs:label	specifically dependent continuant
ERROR	multiple_labels	specifically dependent continuant	rdfs:label	specifically dependent continuant@en
ERROR	multiple_labels	role	rdfs:label	role
ERROR	multiple_labels	role	rdfs:label	role@en
ERROR	multiple_labels	fiat object part	rdfs:label	fiat object@en
ERROR	multiple_labels	fiat object part	rdfs:label	fiat object part@en
ERROR	multiple_labels	generically dependent continuant	rdfs:label	generically dependent continuant
ERROR	multiple_labels	generically dependent continuant	rdfs:label	generically dependent continuant@en
ERROR	multiple_labels	material entity	rdfs:label	material entity
ERROR	multiple_labels	material entity	rdfs:label	material entity@en
ERROR	multiple_labels	part_of	rdfs:label	part of
ERROR	multiple_labels	part_of	rdfs:label	part of@en
ERROR	multiple_labels	part_of	rdfs:label	part_of
ERROR	multiple_labels	has part	rdfs:label	has part
ERROR	multiple_labels	has part	rdfs:label	has part@en
ERROR	multiple_labels	has part	rdfs:label	has_part
ERROR	multiple_labels	preceded_by	rdfs:label	preceded by@en
ERROR	multiple_labels	preceded_by	rdfs:label	preceded_by
ERROR	multiple_labels	precedes	rdfs:label	precedes
ERROR	multiple_labels	precedes	rdfs:label	precedes@en
ERROR	multiple_labels	information content entity	rdfs:label	information content entity
ERROR	multiple_labels	information content entity	rdfs:label	information content entity@en
ERROR	multiple_labels	directive information entity	rdfs:label	directive information entity
ERROR	multiple_labels	directive information entity	rdfs:label	directive information entity@en
ERROR	multiple_labels	plan specification	rdfs:label	plan specification
ERROR	multiple_labels	plan specification	rdfs:label	plan specification@en
ERROR	multiple_labels	editor preferred label	rdfs:label	editor preferred label
ERROR	multiple_labels	editor preferred label	rdfs:label	editor preferred label@en
ERROR	multiple_labels	editor preferred label	rdfs:label	editor preferred term
ERROR	multiple_labels	editor preferred label	rdfs:label	editor preferred term@en
ERROR	multiple_labels	editor preferred label	rdfs:label	editor preferred term~editor preferred label
ERROR	multiple_labels	example of usage	rdfs:label	example of usage
ERROR	multiple_labels	example of usage	rdfs:label	example of usage@en
ERROR	multiple_labels	textual definition	rdfs:label	definition
ERROR	multiple_labels	textual definition	rdfs:label	definition@en
ERROR	multiple_labels	textual definition	rdfs:label	textual definition
ERROR	multiple_labels	term editor	rdfs:label	term editor
ERROR	multiple_labels	term editor	rdfs:label	term editor@en
ERROR	multiple_labels	alternative term	rdfs:label	alternative term
ERROR	multiple_labels	alternative term	rdfs:label	alternative term@en
ERROR	multiple_labels	definition source	rdfs:label	definition source
ERROR	multiple_labels	definition source	rdfs:label	definition source@en
ERROR	multiple_labels	planned process	rdfs:label	planned process
ERROR	multiple_labels	planned process	rdfs:label	planned process@en
ERROR	multiple_labels	located in	rdfs:label	located in@en
ERROR	multiple_labels	located in	rdfs:label	located_in
ERROR	multiple_labels	bounding layer of	rdfs:label	bounding layer of
ERROR	multiple_labels	bounding layer of	rdfs:label	bounding layer of@en
ERROR	multiple_labels	immediately preceded by	rdfs:label	immediately preceded by@en
ERROR	multiple_labels	immediately preceded by	rdfs:label	immediately_preceded_by
ERROR	multiple_labels	has component	rdfs:label	has component
ERROR	multiple_labels	has component	rdfs:label	has component@en
ERROR	multiple_labels	develops from	rdfs:label	develops from@en
ERROR	multiple_labels	develops from	rdfs:label	develops_from
ERROR	multiple_labels	develops_into	rdfs:label	develops into@en
ERROR	multiple_labels	develops_into	rdfs:label	develops_into
ERROR	multiple_labels	surrounded by	rdfs:label	surrounded by
ERROR	multiple_labels	surrounded by	rdfs:label	surrounded by@en
ERROR	multiple_labels	surrounded by	rdfs:label	surrounded_by
ERROR	multiple_labels	adjacent_to	rdfs:label	adjacent to@en
ERROR	multiple_labels	adjacent_to	rdfs:label	adjacent_to
ERROR	multiple_labels	ends	rdfs:label	ends
ERROR	multiple_labels	ends	rdfs:label	ends@en
ERROR	multiple_labels	has developmental contribution from	rdfs:label	has developmental contribution from
ERROR	multiple_labels	has developmental contribution from	rdfs:label	has developmental contribution from@en
ERROR	multiple_labels	developmentally contributes to	rdfs:label	developmentally contributes to@en
ERROR	multiple_labels	developmentally contributes to	rdfs:label	developmentally_contributes_to
ERROR	multiple_labels	has habitat	rdfs:label	has habitat
ERROR	multiple_labels	has habitat	rdfs:label	has habitat@en
ERROR	multiple_labels	member of	rdfs:label	member of
ERROR	multiple_labels	member of	rdfs:label	member of@en
ERROR	multiple_labels	has member	rdfs:label	has member
ERROR	multiple_labels	has member	rdfs:label	has member@en
ERROR	multiple_labels	has potential to developmentally contribute to	rdfs:label	has potential to developmentally contribute to
ERROR	multiple_labels	has potential to developmentally contribute to	rdfs:label	has potential to developmentally contribute to@en
ERROR	multiple_labels	has potential to develop into	rdfs:label	has potential to develop into
ERROR	multiple_labels	has potential to develop into	rdfs:label	has potential to develop into@en
ERROR	multiple_labels	creator	rdfs:label	Creator
ERROR	multiple_labels	creator	rdfs:label	Creator@en-us
ERROR	multiple_labels	creator	rdfs:label	creator
ERROR	multiple_labels	Date	rdfs:label	Date
ERROR	multiple_labels	Date	rdfs:label	Date@en-us
ERROR	multiple_labels	Description	rdfs:label	Description
ERROR	multiple_labels	Description	rdfs:label	Description@en-us
ERROR	multiple_labels	Description	rdfs:label	description
ERROR	multiple_labels	title	rdfs:label	Title
ERROR	multiple_labels	title	rdfs:label	Title@en-us
ERROR	multiple_labels	title	rdfs:label	title
WARN	annotation_whitespace	continuant	IAO:0000602	<(forall (x y) (if (and (Continuant x) (exists (t) (continuantPartOfAt y x t))) (Continuant y))) // axiom label in BFO2 CLIF: [009-002] >
WARN	annotation_whitespace	continuant	IAO:0000602	<(forall (x y) (if (and (Continuant x) (exists (t) (hasContinuantPartOfAt y x t))) (Continuant y))) // axiom label in BFO2 CLIF: [126-001] >
WARN	annotation_whitespace	continuant	IAO:0000602	<(forall (x) (if (Continuant x) (Entity x))) // axiom label in BFO2 CLIF: [008-002] >
WARN	annotation_whitespace	continuant	IAO:0000602	<(forall (x) (if (Material Entity x) (exists (t) (and (TemporalRegion t) (existsAt x t))))) // axiom label in BFO2 CLIF: [011-002] >
WARN	annotation_whitespace	occurrent	IAO:0000602	<(forall (x) (if (Occurrent x) (exists (r) (and (SpatioTemporalRegion r) (occupiesSpatioTemporalRegion x r))))) // axiom label in BFO2 CLIF: [108-001] >
WARN	annotation_whitespace	occurrent	IAO:0000602	<(forall (x) (iff (Occurrent x) (and (Entity x) (exists (y) (temporalPartOf y x))))) // axiom label in BFO2 CLIF: [079-001] >
WARN	annotation_whitespace	independent continuant	IAO:0000602	<(forall (x t) (if (IndependentContinuant x) (exists (r) (and (SpatialRegion r) (locatedInAt x r t))))) // axiom label in BFO2 CLIF: [134-001] >
WARN	annotation_whitespace	independent continuant	IAO:0000602	<(forall (x t) (if (and (IndependentContinuant x) (existsAt x t)) (exists (y) (and (Entity y) (specificallyDependsOnAt y x t))))) // axiom label in BFO2 CLIF: [018-002] >
WARN	annotation_whitespace	independent continuant	IAO:0000602	<(iff (IndependentContinuant a) (and (Continuant a) (not (exists (b t) (specificallyDependsOnAt a b t))))) // axiom label in BFO2 CLIF: [017-002] >
WARN	annotation_whitespace	process	IAO:0000602	<(iff (Process a) (and (Occurrent a) (exists (b) (properTemporalPartOf b a)) (exists (c t) (and (MaterialEntity c) (specificallyDependsOnAt a c t))))) // axiom label in BFO2 CLIF: [083-003] >
WARN	annotation_whitespace	disposition	IAO:0000602	<(forall (x t) (if (and (RealizableEntity x) (existsAt x t)) (exists (y) (and (MaterialEntity y) (specificallyDepends x y t))))) // axiom label in BFO2 CLIF: [063-002] >
WARN	annotation_whitespace	disposition	IAO:0000602	<(forall (x) (if (Disposition x) (and (RealizableEntity x) (exists (y) (and (MaterialEntity y) (bearerOfAt x y t)))))) // axiom label in BFO2 CLIF: [062-002] >
WARN	annotation_whitespace	realizable entity	IAO:0000602	<(forall (x t) (if (RealizableEntity x) (exists (y) (and (IndependentContinuant y) (not (SpatialRegion y)) (bearerOfAt y x t))))) // axiom label in BFO2 CLIF: [060-002] >
WARN	annotation_whitespace	realizable entity	IAO:0000602	<(forall (x) (if (RealizableEntity x) (and (SpecificallyDependentContinuant x) (exists (y) (and (IndependentContinuant y) (not (SpatialRegion y)) (inheresIn x y)))))) // axiom label in BFO2 CLIF: [058-002] >
WARN	annotation_whitespace	quality	IAO:0000602	<(forall (x) (if (Quality x) (SpecificallyDependentContinuant x))) // axiom label in BFO2 CLIF: [055-001] >
WARN	annotation_whitespace	quality	IAO:0000602	<(forall (x) (if (exists (t) (and (existsAt x t) (Quality x))) (forall (t_1) (if (existsAt x t_1) (Quality x))))) // axiom label in BFO2 CLIF: [105-001] >
WARN	annotation_whitespace	specifically dependent continuant	IAO:0000602	<(iff (RelationalSpecificallyDependentContinuant a) (and (SpecificallyDependentContinuant a) (forall (t) (exists (b c) (and (not (SpatialRegion b)) (not (SpatialRegion c)) (not (= b c)) (not (exists (d) (and (continuantPartOfAt d b t) (continuantPartOfAt d c t)))) (specificallyDependsOnAt a b t) (specificallyDependsOnAt a c t)))))) // axiom label in BFO2 CLIF: [131-004] >
WARN	annotation_whitespace	specifically dependent continuant	IAO:0000602	<(iff (SpecificallyDependentContinuant a) (and (Continuant a) (forall (t) (if (existsAt a t) (exists (b) (and (IndependentContinuant b) (not (SpatialRegion b)) (specificallyDependsOnAt a b t))))))) // axiom label in BFO2 CLIF: [050-003] >
WARN	annotation_whitespace	role	IAO:0000602	<(forall (x) (if (Role x) (RealizableEntity x))) // axiom label in BFO2 CLIF: [061-001] >
WARN	annotation_whitespace	generically dependent continuant	IAO:0000602	<(iff (GenericallyDependentContinuant a) (and (Continuant a) (exists (b t) (genericallyDependsOnAt a b t)))) // axiom label in BFO2 CLIF: [074-001] >
WARN	annotation_whitespace	function	IAO:0000602	<(forall (x) (if (Function x) (Disposition x))) // axiom label in BFO2 CLIF: [064-001] >
WARN	annotation_whitespace	material entity	IAO:0000602	<(forall (x) (if (MaterialEntity x) (IndependentContinuant x))) // axiom label in BFO2 CLIF: [019-002] >
WARN	annotation_whitespace	material entity	IAO:0000602	<(forall (x) (if (and (Entity x) (exists (y t) (and (MaterialEntity y) (continuantPartOfAt x y t)))) (MaterialEntity x))) // axiom label in BFO2 CLIF: [021-002] >
WARN	annotation_whitespace	material entity	IAO:0000602	<(forall (x) (if (and (Entity x) (exists (y t) (and (MaterialEntity y) (continuantPartOfAt y x t)))) (MaterialEntity x))) // axiom label in BFO2 CLIF: [020-002] >
WARN	annotation_whitespace	datum label	IAO:0000232	<9/22/11 BP: changed the rdfs:label for this class from 'label' to 'datum label' to convey that this class is not intended to cover all kinds of labels (stickers, radiolabels, etc.), and not even all kind of textual labels, but rather the kind of labels occuring in a datum. >
WARN	annotation_whitespace	textual definition	IAO:0000116	<2012-04-05: Barry SmithThe official OBI definition, explaining the meaning of a class or property: 'Shall be Aristotelian, formalized and normalized. Can be augmented with colloquial definitions' is terrible.Can you fix to something like:A statement of necessary and sufficient conditions explaining the meaning of an expression referring to a class or property.Alan RuttenbergYour proposed definition is a reasonable candidate, except that it is very common that necessary and sufficient conditions are not given. Mostly they are necessary, occasionally they are necessary and sufficient or just sufficient. Often they use terms that are not themselves defined and so they effectively can't be evaluated by those criteria. On the specifics of the proposed definition:We don't have definitions of 'meaning' or 'expression' or 'property'. For 'reference' in the intended sense I think we use the term 'denotation'. For 'expression', I think we you mean symbol, or identifier. For 'meaning' it differs for class and property. For class we want documentation that let's the intended reader determine whether an entity is instance of the class, or not. For property we want documentation that let's the intended reader determine, given a pair of potential relata, whether the assertion that the relation holds is true. The 'intended reader' part suggests that we also specify who, we expect, would be able to understand the definition, and also generalizes over human and computer reader to include textual and logical definition. Personally, I am more comfortable weakening definition to documentation, with instructions as to what is desirable. We also have the outstanding issue of how to aim different definitions to different audiences. A clinical audience reading chebi wants a different sort of definition documentation/definition from a chemistry trained audience, and similarly there is a need for a definition that is adequate for an ontologist to work with. @en>
WARN	annotation_whitespace	is_supported_by_data	example of usage	"The relation between the conclusion \""Gene tpbA is involved in EPS production\"" and the data items produced using two sets of organisms, one being a tpbA knockout, the other being tpbA wildtype tested in polysacharide production assays and analyzed using an ANOVA. "
WARN	annotation_whitespace	drawing a conclusion based on data	example of usage	Concluding that a gene is upregulated in a tissue sample based on the band intensity in a western blot.  Concluding that a patient has a infection based on measurement of an elevated body temperature and reported headache. Concluding that there were problems in an investigation because data from PCR and microarray are conflicting. Concluding that 'defects in gene XYZ cause cancer due to improper DNA repair' based on data from experiments in that study that gene XYZ is involved in DNA repair, and the conclusion of a previous study that cancer patients have an increased number of mutations in this gene. 
WARN	annotation_whitespace	categorical label	example of usage	The labels 'positive' vs. 'negative', or 'left handed', 'right handed', 'ambidexterous', or 'strongly binding', 'weakly binding' , 'not binding', or '+++', '++', '+', '-' etc. form scales of categorical labels. 
WARN	annotation_whitespace	device	IAO:0000116	"<2012-12-17 JAO: In common lab usage, there is a distinction made between devices and reagents that is difficult to model. Therefore we have chosen to specifically exclude reagents from the definition of \""device\"", and are enumerating the types of roles that a reagent can perform.2013-6-5 MHB: The following clarifications are outcomes of the May 2013 Philly Workshop. Reagents are distinguished from devices that also participate in scientific techniques by the fact that reagents are chemical or biological in nature and necessarily participate in some chemical interaction or reaction during the realization of their experimental role. By contrast, devices do not participate in such chemical reactions/interactions. Note that there are cases where devices use reagent components during their operation, where the reagent-device distinction is less clear. For example:(1) An HPLC machine is considered a device, but has a column that holds a stationary phase resin as an operational component. This resin qualifies as a device if it participates purely in size exclusion, but bears a reagent role that is realized in the running of a column if it interacts electrostatically or chemically with the evaluant. The container the resin is in (“the column”) considered alone is a device. So the entire column as well as the entire HPLC machine are devices that have a reagent as an operating part.(2) A pH meter is a device, but its electrode component bears a reagent role in virtue of its interacting directly with the evaluant in execution of an assay.(3) A gel running box is a device that has a metallic lead as a component that participates in a chemical reaction with the running buffer when a charge is passed through it. This metallic lead is considered to have a reagent role as a component of this device realized in the running of a gel.In the examples above, a reagent is an operational component of a device, but the device itself does not realize a reagent role (as bearing a reagent role is not transitive across the part_of relation). In this way, the asserted disjointness between a reagent and device holds, as both roles are never realized in the same bearer during execution of an assay. >"
WARN	annotation_whitespace	questionnaire	IAO:0000116	<JT: It plays a role in collecting data that could be fleshed out more; but I'm thinking it is, in itself, an edited document. JZ: based on textual definition of edited document, it can be defined as N&S. I prefer to leave questionnaire as a document now. We can add more restrictions in the future and use that to determine it is an edited document or not. @en>
WARN	annotation_whitespace	Edingburgh handedness inventory	textual definition	The Edinburgh Handedness Inventory is a set of questions used to assess the dominance of a person's right or left hand in everyday activities. @en
WARN	annotation_whitespace	conclusion based on data	IAO:0000116	"In the Philly 2013 workshop, we recognized the limitations of \""conclusion textual entity\"", and we introduced this as more general. The need for the 'textual entity' term going forward is up for future debate. "
WARN	annotation_whitespace	histologic grade according to AJCC 7th edition	example of usage	< G4: Undifferentiated>
WARN	annotation_whitespace	histologic grade according to AJCC 7th edition	example of usage	<G1:Well differentiated >
WARN	annotation_whitespace	histologic grade for ovarian tumor according to a two-tier grading system	textual definition	A histologic grade for ovarian tumor that is from a two-tier histological classification of tumors. 
WARN	annotation_whitespace	Stage 0 (AJCC 7th)	textual definition	A clinical tumor stage group according to AJCC 7th edition indicating a carcinoma in situ (or melanoma in situ for melanoma of the skin or germ cell neoplasia in situ for testicular germ cell tumors) and generally is considered to have no metastatic potential. 
WARN	annotation_whitespace	Stage IIA (FIGO)	textual definition	An International Federation of Gynecology and Obstetrics cervical cancer stage value specification indicating cervical carcinoma invades beyond the uterus, but not to the pelvic wall or to the lower third of the vagina without parametrial invasion. 
WARN	annotation_whitespace	Stage IIA1 (FIGO)	textual definition	An International Federation of Gynecology and Obstetrics cervical cancer stage value specification indicating cervical carcinoma invades beyond the uterus, but not to the pelvic wall or to the lower third of the vagina without parametrial invasion and clinically visible lesion <4.0 cm in greatest dimension. 
WARN	annotation_whitespace	Stage IIA2 (FIGO)	textual definition	An International Federation of Gynecology and Obstetrics cervical cancer stage value specification indicating cervical carcinoma invades beyond the uterus, but not to the pelvic wall or to the lower third of the vagina without parametrial invasion and clinically visible lesion >4.0 cm in greatest dimension. 
WARN	annotation_whitespace	Stage IIB (FIGO)	textual definition	An International Federation of Gynecology and Obstetrics cervical cancer stage value specification indicating cervical carcinoma invades beyond the uterus, but not to the pelvic wall or to the lower third of the vagina with obvious parametrial invasion. 
WARN	annotation_whitespace	Iron-56 nucleus	textual definition	An atomic nucleus with 26 protons and 30 neutrons 
WARN	annotation_whitespace	Silicon-28 nucleus	textual definition	An atomic nucleus with 14 protons and 14 neutrons 
WARN	annotation_whitespace	Carbon-12 nucleus	textual definition	An atomic nucleus with 6 protons and 6 neutrons 
WARN	annotation_whitespace	Helium-4 nucleus	textual definition	An atomic nucleus with 2 protons and 2 neutrons 
WARN	annotation_whitespace	Neon-20 nucleus	textual definition	An atomic nucleus with 10 protons and 10 neutrons 
WARN	annotation_whitespace	ionizing radiation energy	textual definition	The kinetic energy carried by a particle or photon of ionizing radiation. 
WARN	annotation_whitespace	non-irradiated	textual definition	An organism or material entity kept unexposed to radiation, for purposes of comparison to a similar organism or material entity that has been exposed to radiation 
WARN	annotation_whitespace	irradiation protocol	textual definition	A protocol for administering radiation to a sample 
WARN	annotation_whitespace	Niobium-93 nucleus	textual definition	An atomic nucleus with 41 protons and 52 neutrons 
WARN	annotation_whitespace	Silver-107 nucleus	textual definition	An atomic nucleus with 47 protons and 60 neutrons 
WARN	annotation_whitespace	Xenon-129 nucleus	textual definition	An atomic nucleus with 54 protons and 75 neutrons 
WARN	annotation_whitespace	Tantalum-181 nucleus	textual definition	An atomic nucleus with 73 protons and 108 neutrons 
WARN	annotation_whitespace	Gold-197 nucleus	textual definition	An atomic nucleus with 79 protons and 118 neutrons 
WARN	annotation_whitespace	Nitrogen-14 nucleus	textual definition	An atomic nucleus with 7 protons and 7 neutrons 
WARN	annotation_whitespace	Oxygen-16 nucleus	textual definition	An atomic nucleus with 8 protons and 8 neutrons 
WARN	annotation_whitespace	Argon-40 nucleus	textual definition	An atomic nucleus with 18 protons and 22 neutrons 
WARN	annotation_whitespace	Titanium-48 nucleus	textual definition	An atomic nucleus with 22 protons and 26 neutrons 
WARN	annotation_whitespace	Krypton-84 nucleus	textual definition	An atomic nucleus with 36 protons and 48 neutrons 
WARN	annotation_whitespace	biodosimetry	textual definition	Use of a biological response as an indicator of a dose of an effective agent (e.g., the extent of decline in peripheral blood lymphocytes of humans exposed to ionizing radiation can be used as an indicator of the absorbed dose to the whole body from that 
WARN	annotation_whitespace	delta ray	textual definition	Highly energetic electrons produced during inelastic collisions between ionizing radiation and atomic electrons. In a small proportion of collisions, the ejected electron receives a considerable amount of energy (i.e., >1,000 eV), allowing it to travel a 
WARN	annotation_whitespace	quality factor	textual definition	Dimensionless factor developed for purposes of radiation protection and assessing health risks in general terms that accounts for the relative biological effectiveness of different radiations in producing stochastic effects and is used to relate absorbed 
WARN	annotation_whitespace	relative biological effectiveness	example of usage	Neutrons have been found to have a higher RBE than electrons. 
WARN	annotation_whitespace	spatially disjoint from	IAO:0000116	There are two ways to encode this as a shortcut relation. The other possibility to use an annotation assertion between two classes, and expand this to a disjointness axiom. @en
WARN	annotation_whitespace	capable of	textual definition	A relation between a material entity (such as a cell) and a process, in which the material entity has the ability to carry out the process. 
WARN	annotation_whitespace	siemens	has_exact_synonym	mho 
WARN	annotation_whitespace	electric field strength unit	has_exact_synonym	E-field strength 
WARN	annotation_whitespace	title	Description	"
        Typically, a Title will be a name by which the resource is
         formally known.
    @en-us"
WARN	duplicate_exact_synonym	Stage IVB (AJCC 7th)	alternative term	Stage IVB
WARN	duplicate_exact_synonym	Stage IVB (FIGO)	alternative term	Stage IVB
